"Blue Plate","sun-Mon 4:15 pm - 9:30 pm / Tues 10:30 am - 11:45 am / weds Thurs 10:15 am - 12 pm / Fri 10:15 am - 9:45 pm / Sat 5 pm - 6 pm"
"Bones","Mon 1:30 pm - 11:30 pm / Tues 11:15 am - 10:45 pm / Weds, Fri 6:15 am - 12:30 pm / Thurs, Sat 3 pm - 6 pm / Sun 11:30 am - 1:15 pm"
"Burger & Beer Joint","mon- Tues 3 pm - 2 am / weds Thurs 2 pm - 11:15 pm / fri-Sat 5:15 am - 7 am / Sun 7:45 am - 9:30 pm"
"Catch of the Day","Mon 10 am - 12:15 pm / Tues 3:15 pm - 4:15 pm / Weds 7:45 am - 2 pm / thurs-Fri 4:30 pm - 2 am / Sat 8:15 am - 1:30 am / Sun 12:15 pm - 10:15 pm"
"CRUST","mon- Tues 10:45 am - 11 am / Weds, sat-Sun 5:30 pm - 11:15 pm / Thurs 12:15 pm - 1:45 am / Fri 11:30 am - 11 pm"
"Daily Grill","mon- Tues, Thurs 7:45 am - 12:45 pm / Weds 10:30 am - 12 pm / Fri 9:15 am - 5:15 pm / Sat 8 am - 11:30 am / Sun 3 pm - 12:30 pm"
"Full Moon","Mon, Thurs 1 pm - 6:15 pm / Tues 10:30 am - 1:15 pm / Weds 6:45 am - 7:45 am / fri-Sat 1:15 pm - 4:30 pm / Sun 1:15 pm - 8:30 pm"
"Garage Kitchen + Bar","Mon, Weds 4:30 pm - 10:30 pm / Tues, Sun 7:15 am - 1 pm / Thurs 4:45 pm - 8:30 pm / Fri 5:45 pm - 1 am / Sat 2:45 pm - 1 am"
"Grubstake","Mon, Fri 11:45 am - 11:15 pm / Tues 2:30 pm - 12:15 pm / Weds 4:30 pm - 12:45 pm / Thurs, Sat 5:15 am - 2:45 am / Sun 8:45 am - 6 pm"
"Harvest Beat","Mon 12:30 pm - 2 pm / Tues 5:30 pm - 2 am / Weds, Sun 9:45 am - 3:30 pm / Thurs 7:15 am - 3 am / Fri 11:15 am - 2:15 pm / Sat 1:30 pm - 8:45 pm"
"Hot & Crusty","Mon 10 am - 9:45 pm / Tues 11:30 am - 12:30 pm / Weds 4 pm - 8:45 pm / Thurs 1:15 pm - 2:15 pm / Fri 10:30 am - 3:45 pm / Sat 11:30 am - 1:45 pm / Sun 7:15 am - 3 pm"
"King and Queen","mon- Tues 11:30 am - 4 pm / Weds 11 am - 2 am / Thurs 11:45 am - 3 pm / Fri 2:15 pm - 2:15 am / Sat 5:45 pm - 8:30 pm / Sun 9:15 am - 9:30 pm"
"Lazy Bear","Mon 10 am - 11 am / tues-Weds, Fri 1:15 pm - 2:45 pm / Thurs 12:45 pm - 5:15 pm / Sat 9 am - 2:30 pm / Sun 5:30 pm - 3 am"
"Mad for Chicken","mon- Tues, Thurs 3:30 pm - 7 pm / Weds, sat-Sun 3:45 pm - 3:15 am / Fri 3 pm - 12 pm"
"Nightbird","Mon, Weds 4 pm - 3 am / Tues, Sun 3:15 pm - 12:45 pm / Thurs 8:45 am - 9 am / Fri 9:30 am - 2:15 am / Sat 5:15 pm - 2:30 am"
"Outlier","Mon 6:30 am - 3:15 am / Tues, Thurs 9:30 am - 11 am / Weds, fri-Sat 5:30 am - 11:45 pm / Sun 9:30 am - 7:30 pm"
"Rusty Pelican","Mon 10:15 am - 7:30 pm / Tues 2:15 pm - 10 pm / Weds 11:45 am - 1:15 pm / Thurs 9 am - 12:30 pm / fri-Sat 5 am - 12:15 pm / Sun 6:15 am - 2:30 am"
"Sea Spice","Mon, Weds, Fri 5:45 pm - 1:45 am / Tues 7:15 am - 1:15 pm / Thurs 11 am - 1:15 am / Sat 2:30 pm - 3 pm / Sun 1:15 pm - 10 pm"
"Stateside","sun-Mon, Weds 5:15 am - 7:15 am / Tues 5 am - 8:45 am / Thurs 2:45 pm - 11 pm / Fri 9 am - 7:15 pm / Sat 8:45 am - 11 pm"
"The Capital Grille","mon- Tues 7:45 am - 11:15 am / Weds, sat-Sun 2:15 pm - 9:15 pm / Thurs 7:15 am - 2:15 pm / Fri 8:45 am - 1:30 am"
"The Deck","Mon, Thurs 10:15 am - 7:45 pm / Tues, Sun 3:15 pm - 10:30 pm / Weds, Fri 1:45 pm - 4:45 pm / Sat 10:15 am - 12:15 pm"
"The Local Eatery","Mon, weds Thurs 7 am - 3:45 pm / Tues 10:15 am - 2 pm / Fri, Sun 4 pm - 2 am / Sat 5:15 pm - 12:15 pm"
"The Red Door","sun-Weds, Fri 8:15 am - 10:30 am / Thurs 3:15 pm - 12:15 pm / Sat 3:15 pm - 7 pm"
"Tower 23 Hotel","mon- Weds 5:45 pm - 11:30 pm / Thurs 3:45 pm - 6:45 pm / Fri 8 am - 4:15 pm / Sat 7:30 am - 10 am / Sun 4:15 pm - 1:30 am"
"Waterbar Restaurant","Mon, Sat 1:15 pm - 9:45 pm / Tues 4 pm - 6:30 pm / weds Thurs 12:30 pm - 10:15 pm / Fri 4 pm - 2:15 am / Sun 11:30 am - 8:15 pm"
"Wise Sons","Mon, Thurs, Sat 2:45 pm - 10:45 pm / Tues 10:45 am - 11:45 pm / Weds 9:15 am - 1:45 pm / Fri 6:45 am - 9:45 pm / Sun 12:45 pm - 10 pm"
"5 Spot","mon- Tues 2:30 pm - 3:15 am / Weds 2 pm - 3 am / Thurs, Sun 7:30 am - 12:15 pm / Fri 2 pm - 2:45 am / Sat 5:15 am - 3:45 am"
"A Salt & Battery","Mon 1:45 pm - 7:30 pm / Tues, Thurs 11:45 am - 1:30 pm / Weds 4 pm - 9 pm / Fri 4:30 pm - 9 pm / Sat 5:15 am - 8 am / Sun 3 pm - 7:45 pm"
"Brewed Awakening","Mon, Thurs 5:30 am - 5:15 pm / Tues 1:30 pm - 9:45 pm / Weds, Sun 5:15 pm - 10:30 pm / Fri 5 pm - 2:15 am / Sat 9:15 am - 1:15 am"
"Chart House","Mon, Fri 12:45 pm - 3 pm / tues-Weds 5:45 pm - 6 pm / Thurs 12:30 pm - 1 am / Sat 12:30 pm - 3:30 am / Sun 12:45 pm - 7:45 pm"
"Crest Cafe","Mon 5:15 pm - 6 pm / tues-Weds 12:15 pm - 8:30 pm / thurs-Fri, Sun 5:45 pm - 9:30 pm / Sat 4:45 pm - 6:30 pm"
"Double Decker","Mon, Thurs, Sat 7:15 am - 8:15 pm / Tues 2:45 pm - 5:45 pm / Weds 12:15 pm - 2:15 pm / Fri 5 am - 10 am / Sun 10:30 am - 12 pm"
"EPIC Steak","Mon 6 am - 10:45 pm / tues-Thurs 10:15 am - 2:30 pm / Fri 7 am - 10 pm / Sat 11:45 am - 2:15 am / Sun 5:30 pm - 6 pm"
"Foxsister","Mon 5 pm - 12 pm / tues-Weds, Sat 3:30 pm - 8:30 pm / Thurs 5:45 pm - 1:15 am / Fri 6:30 am - 8:30 pm / Sun 10:45 am - 2 pm"
"Golden Era","Mon, Sat 7:15 am - 7:30 pm / Tues 1:30 pm - 4:15 pm / Weds 11:45 am - 8:15 pm / Thurs 7:15 am - 2:45 pm / Fri, Sun 9:45 am - 1:15 am"
"Halls Chophouse","Mon 6:30 am - 11:15 am / Tues, Thurs 7:15 am - 3:15 pm / Weds, Sat 1:15 pm - 7:45 pm / Fri 5:45 pm - 7 pm / Sun 12:15 pm - 11:45 pm"
"Heirloom Cafe","mon- Tues, Thurs 9:15 am - 10:15 pm / Weds 12 pm - 2:15 pm / Fri 3:15 pm - 5:15 pm / Sat 12:30 pm - 12 pm / Sun 2:15 pm - 5:30 pm"
"Lattetude","Mon, Sat 3:45 pm - 10:15 pm / tues-Weds, Fri 1:30 pm - 12:45 pm / Thurs 5 am - 4 pm / Sun 12 pm - 4:45 pm"
"Level III Restaurant","sun-Tues, Thurs 9:30 am - 10:45 am / Weds 5:15 am - 4 pm / Fri 1:45 pm - 5 pm / Sat 6:30 am - 4:15 pm"
"Mama’s Fish House","Mon 7:15 am - 9:30 am / Tues 2:15 pm - 11 pm / Weds 5:30 am - 6:45 am / Thurs 2:30 pm - 7:45 pm / Fri 6:45 am - 10 am / Sat 7:15 am - 11 pm / Sun 4:15 pm - 10:45 pm"
"Nin Com Soup","Mon, Weds 1:30 pm - 10 pm / Tues 6:30 am - 2:30 am / Thurs 9:30 am - 9:15 pm / Fri 1:15 pm - 8:15 pm / Sat 6:15 am - 3 pm / Sun 5 pm - 7:15 pm"
"Ozone","sun-Mon, Thurs 2 pm - 3:30 am / Tues 2 pm - 6:30 pm / Weds 5 am - 3 pm / Fri 10:30 am - 9 pm / Sat 3 pm - 11:30 pm"
"Rooftoop at E11EVEN","Mon 5:15 am - 4:30 pm / Tues, Sun 12 pm - 6 pm / Weds 1 pm - 3:15 pm / Thurs 7:30 am - 11:45 pm / Fri 10 am - 10:30 pm / Sat 7:15 am - 3:45 pm"
"Skillet Counter","Mon 9:15 am - 2:15 pm / Tues, Thurs 5:30 pm - 9 pm / Weds 2 pm - 1:30 am / Fri 4:15 pm - 1:45 am / sat-Sun 9:30 am - 8:15 pm"
"Stoneburner","Mon 12:30 pm - 10:15 pm / tues-Weds, Fri, Sun 11 am - 3:15 pm / Thurs, Sat 6:45 am - 7:30 am"
"Street Taco","Mon 5:45 am - 1:30 am / Tues 5:45 am - 11 am / Weds, Fri 9 am - 3:30 pm / Thurs, Sun 5 pm - 6:45 pm / Sat 7 am - 3:45 pm"
"The Egg & Us","Mon 9:30 am - 3:15 pm / Tues 1:45 pm - 5:15 pm / weds Thurs, Sun 2 pm - 8 pm / Fri 9:30 am - 11:15 pm / Sat 3:45 pm - 7:15 pm"
"The Incredible Cafe","Mon 6:45 am - 2 pm / Tues 8:30 am - 3:15 am / Weds 3:30 pm - 2 am / Thurs 7:45 am - 8:15 am / Fri 7:15 am - 2:15 pm / Sat 1:45 pm - 2:45 am / Sun 1:15 pm - 9:45 pm"
"The River Seafood","Mon, Thurs 8:15 am - 10:15 am / Tues, sat-Sun 1:15 pm - 2:45 am / Weds 9:30 am - 12:45 pm / Fri 10:45 am - 3:30 am"
"Townsend","Mon, Fri 6:45 am - 3 am / Tues 6:15 am - 3:45 pm / Weds 5 am - 2 am / Thurs 3:45 pm - 2 am / Sat 4 pm - 12:30 pm / Sun 11 am - 12:45 pm"
"Upland","Mon, Thurs 3:30 pm - 1 am / Tues, sat-Sun 6:30 am - 6:45 pm / Weds 9 am - 2:30 pm / Fri 6:15 am - 10:15 am"
"Urban Remedy","Mon 12:15 pm - 11:45 pm / Tues 11:45 am - 12 pm / weds Thurs 9:45 am - 1:15 pm / Fri 6:30 am - 11 pm / Sat 4 pm - 6:45 pm / Sun 11 am - 3:45 pm"
"Zero Restaurant","mon- Tues 1:45 pm - 5 pm / Weds 9:15 am - 8:30 pm / thurs-Fri 11:30 am - 9:45 pm / Sat 9:15 am - 5:45 pm / Sun 5:45 am - 7:45 am"
"750 Restaurant","Mon 10 am - 7:45 pm / tues-Weds 3:45 pm - 5 pm / Thurs 1:15 pm - 7:45 pm / Fri 5:15 am - 4:45 pm / Sat 12:15 pm - 9:15 pm / Sun 1:15 pm - 8 pm"
"Bean Around the World Coffees","Mon, Weds 6 am - 11:15 am / Tues 5 pm - 8:45 pm / Thurs, Sat 8 am - 8 pm / Fri 3:15 pm - 1:45 am / Sun 10:30 am - 12:15 pm"
"Blackbrick","Mon 5:15 am - 9:15 pm / Tues, Thurs, Sat 5:45 am - 6:15 am / Weds 4:30 pm - 10:30 pm / Fri, Sun 12:30 pm - 2:45 pm"
"Cafe Coyote","Mon 6:15 am - 1 pm / Tues 12 pm - 5 pm / Weds 7:15 am - 1:15 pm / Thurs 7:15 am - 8:45 am / Fri 11:30 am - 11:15 pm / Sat 12:45 pm - 8:15 pm / Sun 2:45 pm - 3 am"
"Chewy Balls","Mon 5 pm - 12:15 pm / tues-Weds 11 am - 9:30 pm / thurs-Fri 5:45 am - 10:45 am / Sat 3 pm - 9:15 pm / Sun 10:30 am - 2:30 pm"
"Crab Hut","Mon 5:30 pm - 6:30 pm / tues-Weds, fri-Sat 11:15 am - 9:15 pm / Thurs 10:15 am - 10:15 pm / Sun 6 am - 3:45 pm"
"Double Knot","Mon, Fri 5:15 am - 6:30 am / Tues 11:30 am - 1 pm / Weds 2:45 pm - 11:15 pm / Thurs, Sun 1:30 pm - 6:30 pm / Sat 5:15 am - 4:45 pm"
"Famous Lunch","mon- Tues, Sat 3:30 pm - 7:45 pm / Weds 5:15 pm - 12:30 pm / Thurs 2 pm - 3:30 pm / Fri 5:45 am - 10:15 pm / Sun 12:15 pm - 10:15 pm"
"Fog Harbor Fish House","Mon 10:15 am - 3:45 am / Tues 5:45 pm - 11:15 pm / Weds 5:30 am - 10:15 am / Thurs 11:30 am - 3:30 am / Fri, Sun 9:30 am - 4 pm / Sat 12:15 pm - 3:30 am"
"Gaslamp Fish House","Mon 3:45 pm - 3:15 am / Tues 8:15 am - 7:30 pm / weds Thurs 5:30 pm - 7 pm / Fri 1:30 pm - 11:15 pm / Sat 11:45 am - 6:30 pm / Sun 5:15 pm - 7:30 pm"
"Hereford Grill","mon- Tues, Thurs 10:15 am - 9 pm / Weds 12 pm - 2:15 pm / Fri, Sun 9 am - 6:15 pm / Sat 12:45 pm - 1 am"
"Hungry’s Kitchen & Tap","Mon, thurs-Fri 5:15 pm - 12 pm / Tues 5:15 am - 5:45 pm / Weds 12:30 pm - 3:30 pm / Sat 1 pm - 11:45 pm / Sun 7:45 am - 4:45 pm"
"King Lee’s","Mon, Fri 5:45 am - 4:15 pm / Tues, Sat 10 am - 11:15 pm / Weds 6 am - 8:45 am / Thurs 7 am - 5 pm / Sun 5:30 pm - 6:30 pm"
"Like No Udder","Mon, Weds 3:30 pm - 6:45 pm / Tues 10:30 am - 3:45 pm / thurs-Fri 1:30 pm - 4:45 pm / Sat 2:45 pm - 3 pm / Sun 5:30 am - 2 pm"
"Marina Kitchen","mon- Tues, Thurs 7:45 am - 3:45 pm / Weds, Sun 5:30 pm - 3:30 am / Fri 5 pm - 1:30 am / Sat 6:30 am - 2:30 pm"
"Munch Box","Mon, Weds 8:30 am - 11 pm / Tues, Thurs 3 pm - 10:30 pm / Fri 9:30 am - 4:45 pm / Sat 3:30 pm - 9:30 pm / Sun 8:45 am - 10:15 pm"
"My Dung","Mon 3:15 pm - 3:45 am / Tues 2 pm - 3:45 pm / Weds 12 pm - 7 pm / Thurs 10:15 am - 7:45 pm / Fri 2 pm - 7:45 pm / Sat 3:15 pm - 12:45 pm / Sun 4:45 pm - 11:45 pm"
"North Beach Restaurant","Mon, Fri 9:30 am - 12:15 pm / Tues, Sun 5:30 am - 5:30 pm / Weds 1 pm - 9:30 pm / Thurs 2:15 pm - 10:30 pm / Sat 8:30 am - 6:45 pm"
"Opera Cafe","Mon 6 am - 4:45 pm / Tues, Sat 9:30 am - 7:45 pm / Weds 7:15 am - 12:15 pm / Thurs, Sun 7:30 am - 8:45 am / Fri 11:15 am - 9:15 pm"
"Queenstown Public House","Mon, Weds 2:15 pm - 3:15 am / Tues 8:30 am - 7:30 pm / Thurs 5:15 am - 7:30 am / Fri 9:15 am - 2 am / sat-Sun 11:15 am - 6:45 pm"
"Rocco’s Cafe","Mon, Sat 5:15 pm - 2:30 am / Tues 10:45 am - 3 am / weds Thurs 8:45 am - 10 pm / Fri 9:45 am - 11:45 pm / Sun 5:30 pm - 7:45 pm"
"Six Seven Restaurant","mon- Tues 12:45 pm - 12:15 pm / Weds, Sat 11:30 am - 7:45 pm / Thurs, Sun 1 pm - 11:30 pm / Fri 8:30 am - 12:15 pm"
"Stomach Clinic Railways Restaurant","Mon 3:15 pm - 10:30 pm / Tues, Fri 9 am - 1 pm / Weds 3 pm - 11:45 pm / Thurs 8 am - 11:30 am / Sat 4 pm - 7:15 pm / Sun 3:15 pm - 12:30 pm"
"The Fishery","mon- Tues 12:45 pm - 1 pm / Weds 4:45 pm - 5:30 pm / Thurs, Sat 4 pm - 5:15 pm / Fri 2:15 pm - 6:30 pm / Sun 2:15 pm - 12:15 pm"
"The Local House","mon- Tues 10:15 am - 1 pm / Weds 6:15 am - 7:30 pm / Thurs 12:45 pm - 10 pm / fri-Sat 9:15 am - 1:15 am / Sun 7 am - 4:15 pm"
"The Table at Season To Taste","Mon 8 am - 11:45 pm / Tues 7:45 am - 7:45 pm / Weds 10 am - 12 pm / Thurs 5:15 am - 5:45 pm / Fri 5:45 pm - 2:45 am / Sat 12:30 pm - 6:15 pm / Sun 11 am - 5:45 pm"
"True Food Kitchen","mon- Tues, Sat 11:15 am - 1:15 am / Weds 5:15 pm - 1:30 am / Thurs, Sun 2:15 pm - 4:45 pm / Fri 5:30 pm - 2 am"
"Zero Zero","mon- Tues 5:45 pm - 8:45 pm / Weds, Sat 9 am - 11 am / Thurs 8:45 am - 11:15 am / Fri 3:45 pm - 8:45 pm / Sun 11:30 am - 1:15 am"
"Award Wieners","Mon 1:45 pm - 11 pm / Tues, sat-Sun 6:45 am - 9:30 am / Weds 9:15 am - 4:30 pm / Thurs 12 pm - 2:15 pm / Fri 8 am - 11:30 pm"
"Beaver Choice","mon- Weds 5:15 pm - 8 pm / Thurs 6:45 am - 10 am / Fri 10 am - 8 pm / Sat 1:30 pm - 4:45 pm / Sun 6:30 am - 8:30 pm"
"Blue Collar","mon- Weds 4 pm - 7:15 pm / Thurs 12:45 pm - 2:30 am / fri-Sat 11:15 am - 7 pm / Sun 1:45 pm - 1:30 am"
"Butty Boys","mon- Tues 4 pm - 11:45 pm / Weds 12 pm - 5:30 pm / Thurs 5 pm - 11 pm / Fri 2:15 pm - 8:15 pm / Sat 3:45 pm - 12:30 pm / Sun 11:45 am - 1:45 pm"
"California Pizza Kitchen","sun-Mon 12 pm - 1:45 pm / Tues 5:30 am - 11:15 am / Weds, Sat 12:30 pm - 5:15 pm / Thurs 5:45 am - 9:30 pm / Fri 4:45 pm - 3 am"
"Chez Billy Sud","Mon 5 pm - 11 pm / tues-Thurs 5:15 pm - 12 pm / fri-Sat 1:15 pm - 4 pm / Sun 7:15 am - 3:45 pm"
"Conch it Up Soul Food","Mon 4:45 pm - 10:15 pm / Tues 4:30 pm - 3:15 am / Weds, Sat 4:15 pm - 12:30 pm / thurs-Fri 12:30 pm - 11:15 pm / Sun 5:45 pm - 11:15 pm"
"Filled of Dreams","Mon 1:30 pm - 12:30 pm / tues-Weds 2:15 pm - 5:30 pm / thurs-Fri 5:30 pm - 8 pm / Sat 11:45 am - 7:45 pm / Sun 4:30 pm - 2:15 am"
"Fishing With Dynamite","mon- Tues 6:30 am - 7:15 am / Weds, Fri 6:45 am - 7:30 am / Thurs 8:45 am - 1 am / Sat 9:45 am - 5 pm / Sun 4:45 pm - 5 pm"
"Golden Greek","mon- Tues 4:30 pm - 8 pm / Weds 8 am - 10:30 pm / Thurs 1:30 pm - 2:15 am / Fri 4 pm - 12:30 pm / Sat 12:45 pm - 12 pm / Sun 11:15 am - 3:15 pm"
"Heritage Restaurant & Caviar Bar","sun-Mon, Fri 5:45 am - 10:45 pm / tues-Weds 7 am - 12:30 pm / Thurs 12 pm - 5:30 pm / Sat 4 pm - 11 pm"
"Indigo Grill","mon- Tues 12 pm - 3 pm / Weds 3:45 pm - 11:15 pm / Thurs 12:45 pm - 8 pm / Fri 7:45 am - 6 pm / Sat 11:45 am - 2:30 pm / Sun 4:30 pm - 8 pm"
"Kinship","Mon 2:15 pm - 1:15 am / Tues 8:15 am - 8:15 pm / Weds 6:45 am - 7 am / Thurs 1 pm - 6:15 pm / Fri, Sun 3:30 pm - 4 pm / Sat 2:45 pm - 10:15 pm"
"Le Parfait","Mon 2:30 pm - 3:30 pm / tues-Weds 6:45 am - 7:45 pm / Thurs 12:15 pm - 1:45 am / fri-Sun 5 pm - 3:15 am"
